Step Num,Acheived Avg Vin,pk-pk ripple Vin,Avg Iin,pk-pk ripple Iin,power_mosfet_losses,power_diode_losses,aux_mosfet_losses,aux_diode_losses,Pin,Pout,Eff,SWFREQ,DEADTIME,Lr,Cr,Ii,target_vin,solar_voc,Vout,Illum
1,70.0886635802038,0.393936157226562,4.83407407952378,0.0592198371887207,0.938408575763838,2.50128920657912,0.363300942960763,0.487621756047598,338.811090930387,333.958772876375,0.985678396652577,80k,20n,10u,0.5n,5,70,80,90,900
2,59.9511222117374,0.490253448486328,5.02908815746423,0.0574889183044434,0.970088535909688,2.30348307735836,0.337309002516277,0.38170179730409,301.496008560787,296.795937021013,0.984410833290264,80k,20n,10u,0.5n,5,60,70,90,900
3,49.8839111768378,0.526073455810547,5.19008462262587,0.0436305999755859,1.00269568033275,2.04816710890081,0.325728767631579,0.270068055110106,258.898762035392,254.820651079454,0.984248240803173,80k,20n,10u,0.5n,5,50,60,90,900
4,39.7649555686526,0.515003204345703,5.31770864422709,0.024688720703125,1.03627779019612,1.66384249370761,0.334277750316121,0.250936158525185,211.456787626528,208.102753232293,0.984138440615301,80k,20n,10u,0.5n,5,40,50,90,900
5,29.6877439722475,0.472272872924805,5.3965354653848,0.00977039337158203,1.06564809459376,1.23868780669186,0.327288465677653,0.234791210364068,160.210406526839,157.812555806553,0.985033115062447,80k,20n,10u,0.5n,5,30,40,90,900
6,69.7192747017147,0.510704040527344,4.88656210307447,0.0702314376831055,1.11590666534629,2.28790078224413,0.388749412811024,0.435788720928806,340.683079917861,335.766757192909,0.985569219562836,80k,20n,10u,0.5n,5,70,80,100,900
7,59.6719904401996,0.573970794677734,5.06018951416296,0.0620708465576172,1.14417589523877,2.1127630552502,0.353367884853617,0.318547961260651,301.9470601769,297.462066871984,0.985146424998183,80k,20n,10u,0.5n,5,60,70,100,900
8,49.6199416658828,0.583572387695312,5.2109132166979,0.0442113876342773,1.17536407434833,1.84195616704383,0.349873336175996,0.25298808466748,258.56186276413,254.746412605608,0.985243569497323,80k,20n,10u,0.5n,5,50,60,100,900
9,39.5521265785858,0.546184539794922,5.32750145884109,0.0239729881286621,1.20414276809825,1.49225509535857,0.341443410653764,0.248727552806146,210.712283681358,207.647087328436,0.985453167231781,80k,20n,10u,0.5n,5,40,50,100,900
10,29.5255282090645,0.493064880371094,5.39979661709879,0.0093998908996582,1.23095290651805,1.10975358406209,0.35596526140232,0.222572277522359,159.4312966126,157.3717575973,0.987081965341442,80k,20n,10u,0.5n,5,30,40,100,900
11,69.1488557719996,0.682952880859375,4.9589278545282,0.0815119743347168,1.48082714571088,1.95794666257381,0.43685422667647,0.37430083858448,342.896900935222,338.231367043225,0.986393770607806,80k,20n,10u,0.5n,5,70,80,120,900
12,59.2174408847284,0.693874359130859,5.10590179935346,0.0657529830932617,1.51446179611417,1.80616435058384,0.391376738050896,0.262513722816184,302.352467244919,298.272057020563,0.986504458648752,80k,20n,10u,0.5n,5,60,70,120,900
13,49.2016595069723,0.666912078857422,5.24040017935053,0.043724536895752,1.54062320409243,1.54117660185626,0.394821147722469,0.234878714857323,257.832601499346,254.442091164085,0.986849954910492,80k,20n,10u,0.5n,5,50,60,120,900
14,39.1990726775814,0.606029510498047,5.34202158993339,0.022956371307373,1.56034425222425,1.23903871668484,0.403253714670321,0.220741352711145,209.400529714315,206.899430050154,0.988055905744012,80k,20n,10u,0.5n,5,40,50,120,900
15,29.2539759980754,0.536392211914062,5.40471731357808,0.00892114639282227,1.58451640368559,0.92083148426479,0.418802662884546,0.212772679188112,158.108944214014,156.602868488196,0.990474443218224,80k,20n,10u,0.5n,5,30,40,120,900
16,68.9107112285468,0.745269775390625,4.98630602522058,0.0837798118591309,1.67650672974999,1.82455733401505,0.443264574400166,0.34764451440487,343.601610896093,339.044899908997,0.986738388754312,80k,20n,10u,0.5n,5,70,80,130,900
17,59.0111168426286,0.742565155029297,5.12481216518165,0.0661687850952148,1.71206987771678,1.67420473106184,0.422721170281675,0.23837715690842,302.414478783908,298.482285836912,0.986997339007021,80k,20n,10u,0.5n,5,60,70,130,900
18,49.0144365943943,0.699237823486328,5.25233469034839,0.0429868698120117,1.73024613793794,1.42038216186315,0.437744510184773,0.235347189581496,257.436350966853,254.263647835912,0.987675776482125,80k,20n,10u,0.5n,5,50,60,130,900
19,39.0457838229096,0.62420654296875,5.34771847920575,0.0221867561340332,1.74878462534851,1.14074750209249,0.440643037002065,0.218395110774589,208.804111465038,206.648843344888,0.989678037922586,80k,20n,10u,0.5n,5,40,50,130,900
20,29.1249110404995,0.549968719482422,5.40684177384549,0.00858402252197266,1.76802748138306,0.846930554202787,0.447420693169708,0.206842847631391,157.473277633009,156.186828703057,0.991830684232343,80k,20n,10u,0.5n,5,30,40,130,900
21,68.6946417270874,0.80474853515625,5.00981632802662,0.085655689239502,1.87673286716099,1.70543143515843,0.50995010023193,0.318983210892107,344.138474133092,339.656085844534,0.986975044566437,80k,20n,10u,0.5n,5,70,80,140,900
22,58.8092962410075,0.77874755859375,5.14228876470486,0.0654468536376953,1.90630326683941,1.55377835478593,0.465963967673942,0.244562510903193,302.407697593074,298.655220132785,0.987591329552273,80k,20n,10u,0.5n,5,60,70,140,900
23,48.8504159870621,0.722541809082031,5.26219757291944,0.0419373512268066,1.93105310846655,1.32137737638679,0.47726540679999,0.227565184674432,257.056614877413,254.134416924228,0.988632084202237,80k,20n,10u,0.5n,5,50,60,140,900
24,38.9130288481662,0.648628234863281,5.35237848968147,0.0218162536621094,1.94505893255233,1.0624164150438,0.478515334625327,0.206407879466159,208.275528935268,206.412274859428,0.991053898240638,80k,20n,10u,0.5n,5,40,50,140,900
25,29.0041844833617,0.567533493041992,5.40871433925003,0.0083470344543457,1.96091196953416,0.784951899962644,0.491813028853558,0.212020267611585,156.874859427148,155.700242851904,0.992512397591725,80k,20n,10u,0.5n,5,30,40,140,900
26,68.4914021806479,0.855682373046875,5.03083724278427,0.0865030288696289,2.08489162501704,1.59921100211211,0.546269520587334,0.31252058908588,344.559439148993,340.246406096276,0.987482470184623,80k,20n,10u,0.5n,5,70,80,150,900
27,58.6319631211301,0.812385559082031,5.15684371472915,0.0648207664489746,2.10935385097414,1.45342250435005,0.501901577957474,0.239955608688666,302.348981867678,298.748966093454,0.98809317712272,80k,20n,10u,0.5n,5,60,70,150,900
28,48.6981640901006,0.744770050048828,5.27088416690096,0.0410075187683105,2.12869177627217,1.23448398675757,0.508569998030175,0.231822796226707,256.678442013179,254.003201021001,0.989577461312311,80k,20n,10u,0.5n,5,50,60,150,900
29,38.7840973624592,0.660362243652344,5.35667564412582,0.0210452079772949,2.14809847694727,0.991982177108363,0.520624783230011,0.20295362059043,207.752129569441,206.171455387992,0.99239153800866,80k,20n,10u,0.5n,5,40,50,150,900
30,28.900010865231,0.571178436279297,5.41024627838262,0.00798845291137695,2.15861426105748,0.734568159165105,0.517283200190485,0.207657902033116,156.355704468717,155.328512841473,0.993430417964384,80k,20n,10u,0.5n,5,30,40,150,900
31,69.6073798647696,0.393272399902344,3.72836601055338,0.0485696792602539,0.917440834983729,1.81714234600097,0.307636870939782,0.419495497701686,259.519546996728,255.817527595221,0.985735103793342,80k,20n,10u,0.5n,4.2,70,80,90,700
32,59.4912088998921,0.484107971191406,3.89192473119428,0.0459163188934326,0.933789482728563,1.703346289511,0.284191642932478,0.316203133794852,231.532503794527,227.961215682109,0.984575435181287,80k,20n,10u,0.5n,4.2,60,70,90,700
33,49.4384522623536,0.526912689208984,4.02536026386641,0.034639835357666,0.959851434340671,1.53259109213476,0.260769686797934,0.202314616101133,199.005253942811,195.901181564496,0.984402058152658,80k,20n,10u,0.5n,4.2,50,60,90,700
34,39.3365163981488,0.512935638427734,4.12861465878305,0.0190339088439941,0.977234433448844,1.24916907443459,0.260907148299909,0.186111032082383,162.404049888122,159.853988684079,0.984298044255669,80k,20n,10u,0.5n,4.2,40,50,90,700
35,29.2724276922409,0.479694366455078,4.19096595802868,0.00749588012695312,0.993805532958368,0.931608358705864,0.265412273327209,0.172157743709636,122.679334295707,120.891336849114,0.98542543895548,80k,20n,10u,0.5n,4.2,30,40,90,700
36,69.2561767342757,0.509086608886719,3.76942403136813,0.0576989650726318,1.08560260660211,1.66775701650509,0.32472793955472,0.389169565425783,261.052192654594,257.262568550331,0.985483270353997,80k,20n,10u,0.5n,4.2,70,80,100,700
37,59.2173690913937,0.569511413574219,3.91661960818946,0.049849271774292,1.10337513701589,1.56308055517016,0.291901743801686,0.264071897597357,231.928266214926,228.47684337575,0.985118576120526,80k,20n,10u,0.5n,4.2,60,70,100,700
38,49.1811221481394,0.579402923583984,4.04146873166016,0.0348491668701172,1.12228854849057,1.37683103788391,0.297702692685677,0.199226662030548,198.761330234335,195.827483914374,0.985239350549211,80k,20n,10u,0.5n,4.2,50,60,100,700
39,39.1249861524968,0.544593811035156,4.1361520809364,0.0185122489929199,1.13912690991893,1.11784652452619,0.299174226376208,0.181117869651561,161.825572101931,159.451116619238,0.985327068819526,80k,20n,10u,0.5n,4.2,40,50,100,700
40,29.1130460952442,0.500137329101562,4.19338781684816,0.00721979141235352,1.15589353474674,0.83393858513604,0.295695676434351,0.170106697061144,122.08188333345,120.568551187026,0.987603958055839,80k,20n,10u,0.5n,4.2,30,40,100,700
41,68.7034840813374,0.680046081542969,3.82728837588597,0.0670919418334961,1.44069064789514,1.43341973343223,0.376153340618262,0.318813509274102,262.942053089094,259.241389689671,0.985925935559005,80k,20n,10u,0.5n,4.2,70,80,120,700
42,58.7874046852282,0.686801910400391,3.95172371124154,0.0530071258544922,1.45912775470376,1.34744066755632,0.346278109539903,0.191693410876023,232.306753358409,229.097034521634,0.986183273665651,80k,20n,10u,0.5n,4.2,60,70,120,700
43,48.769902739618,0.672100067138672,4.06451243458476,0.035057544708252,1.4755245625269,1.15019689750309,0.347566529835591,0.193253686638022,198.222893165161,195.557275067978,0.986552420587657,80k,20n,10u,0.5n,4.2,50,60,120,700
44,38.7836265666088,0.604301452636719,4.14705520668746,0.0178389549255371,1.48512723502001,0.928854626303863,0.366759775807641,0.166557616077446,160.836488110753,158.902330300062,0.98797438421213,80k,20n,10u,0.5n,4.2,40,50,120,700
45,28.8455804682958,0.548313140869141,4.19706470881958,0.00694799423217773,1.49859181915674,0.69347784610796,0.361991831578326,0.164029711592996,121.066373278673,120.001244962701,0.991202112633539,80k,20n,10u,0.5n,4.2,30,40,120,700
46,68.4703894493815,0.743515014648438,3.84944252355614,0.0691342353820801,1.62966272241651,1.33698786360596,0.410280805534991,0.295428927957932,263.566012421444,259.922232989162,0.986175078498148,80k,20n,10u,0.5n,4.2,70,80,130,700
47,58.57687890999,0.740249633789062,3.96743301439384,0.0536742210388184,1.64633529059881,1.24675494579271,0.385642156917254,0.193839577153088,232.394673356217,229.256948804185,0.986498294015444,80k,20n,10u,0.5n,4.2,60,70,130,700
48,48.5892130209839,0.694240570068359,4.07368629544905,0.0340132713317871,1.65865920497112,1.06196679107909,0.379325731515141,0.187350497644343,197.934155720738,195.412180414461,0.987258513837119,80k,20n,10u,0.5n,4.2,50,60,130,700
49,38.6288337940549,0.622123718261719,4.15153494870046,0.0172233581542969,1.67106417866341,0.856460197048191,0.401848782519367,0.162992293504133,160.367612562291,158.697644502856,0.989586625174794,80k,20n,10u,0.5n,4.2,40,50,130,700
50,28.7174548170872,0.564620971679688,4.19867046300388,0.0067291259765625,1.68051957957045,0.63980527911109,0.400292569231984,0.165930707738541,120.574747888886,119.667744127807,0.992477664046918,80k,20n,10u,0.5n,4.2,30,40,130,700
51,68.254797109336,0.799697875976562,3.86884169505248,0.0703656673431396,1.82459584468702,1.25101142737959,0.456860139088984,0.279729875903753,264.059553311487,260.463164675072,0.986380388093086,80k,20n,10u,0.5n,4.2,70,80,140,700
52,58.3747618936511,0.779838562011719,3.98166512433629,0.0532784461975098,1.83901978711051,1.15734494958428,0.425913084470141,0.187983661826219,232.423357717669,229.406783117387,0.987021207206093,80k,20n,10u,0.5n,4.2,60,70,140,700
53,48.4268949973068,0.719356536865234,4.08147105027607,0.0333132743835449,1.85230210008647,0.988673759098964,0.422300985162135,0.184657479900701,197.649874112847,195.311205822873,0.988167620644988,80k,20n,10u,0.5n,4.2,50,60,140,700
54,38.4956176758657,0.648887634277344,4.15517580691785,0.0170059204101562,1.86264477746179,0.798010669605034,0.426919006021693,0.160811760977076,159.954732731275,158.517755889738,0.991016353083151,80k,20n,10u,0.5n,4.2,40,50,140,700
55,28.593563086522,0.578664779663086,4.2001351776285,0.00649595260620117,1.87012316752273,0.593601460489076,0.437576143890684,0.154248000105931,120.096463001477,119.29997651563,0.99336794385162,80k,20n,10u,0.5n,4.2,30,40,140,700
56,68.0509199370091,0.849197387695312,3.88627318662299,0.0709207057952881,2.02592594285661,1.17322891906121,0.496269637343879,0.289846451141809,264.456543619948,260.900458692138,0.9865532352532,80k,20n,10u,0.5n,4.2,70,80,150,700
57,58.2038448172049,0.813205718994141,3.99307696505019,0.0528204441070557,2.0393728683735,1.08630791439379,0.455773919643667,0.185209489509731,232.406871093636,229.461975379072,0.987328706329955,80k,20n,10u,0.5n,4.2,60,70,150,700
58,48.2732842705862,0.741405487060547,4.08846229604382,0.0325493812561035,2.05340568641701,0.924636792947828,0.461777796991202,0.176683899963277,197.360399331638,195.196947325659,0.989038064306186,80k,20n,10u,0.5n,4.2,50,60,150,700
59,38.3632195140918,0.661209106445312,4.15861085853768,0.0164036750793457,2.06166136117972,0.746436698172045,0.473625323101635,0.158749830822308,159.536402132602,158.304431677675,0.992277809713281,80k,20n,10u,0.5n,4.2,40,50,150,700
60,28.4852964641725,0.583612442016602,4.20134857098109,0.00622701644897461,2.06763849979171,0.557110095756127,0.47641333915455,0.159993540433638,119.676306046518,118.963696431831,0.994045524647045,80k,20n,10u,0.5n,4.2,30,40,150,700
61,69.3835437704165,0.390342712402344,2.57614728510973,0.0420842170715332,0.895039091164808,1.14079653860549,0.246783375865731,0.377702030535723,178.740289824994,176.143293797306,0.985470561616351,80k,20n,10u,0.5n,3,70,80,90,500
62,59.2971047259944,0.479423522949219,2.71859102671148,0.0396080017089844,0.905818106427527,1.11039628734012,0.223958130459786,0.257827026969501,161.202159801522,158.695740023647,0.984451698532072,80k,20n,10u,0.5n,3,60,70,90,500
63,49.2776360360611,0.514949798583984,2.83440994203177,0.0294938087463379,0.917851804861548,1.03326123499598,0.202508441753658,0.159391501063786,139.6710123427,137.47292499024,0.984262394067375,80k,20n,10u,0.5n,3,50,60,90,500
64,39.1962912094777,0.508304595947266,2.92456844629131,0.0163984298706055,0.927055176722513,0.848785537447501,0.206638637945886,0.135361512310746,114.631140958817,112.804305084448,0.98406335434604,80k,20n,10u,0.5n,3,40,50,90,500
65,29.1561724485035,0.472211837768555,2.97895072312007,0.00645279884338379,0.936088793814805,0.638321502473144,0.221349923474127,0.119594572770481,86.8544428362039,85.5776914504233,0.985300102745598,80k,20n,10u,0.5n,3,30,40,90,500
66,69.0477105023872,0.505348205566406,2.61046266116168,0.0501382350921631,1.05601260775542,1.05352784134955,0.258073195271364,0.343943176340189,180.243256389017,177.532719427779,0.984961784337786,80k,20n,10u,0.5n,3,70,80,100,500
67,59.0408524545705,0.563297271728516,2.73875891030338,0.0431573390960693,1.06618245381084,1.02975436195218,0.244443291738959,0.20975001363894,161.695498808621,159.231721967011,0.984762860687136,80k,20n,10u,0.5n,3,60,70,100,500
68,49.0213894123705,0.576202392578125,2.8483873687593,0.0302062034606934,1.07687864441964,0.924594962253248,0.235550348681729,0.154949718307125,139.629627926288,137.493699886933,0.984702902449313,80k,20n,10u,0.5n,3,50,60,100,500
69,38.9884904743391,0.543464660644531,2.93101123029217,0.0160908699035645,1.08586703159396,0.758826472625315,0.243280753373381,0.133416968471632,114.274561384333,112.530245203244,0.984735743808963,80k,20n,10u,0.5n,3,40,50,100,500
70,28.9973631328271,0.503435134887695,2.98106072121029,0.00636601448059082,1.09278439846673,0.572113556702076,0.241156867370935,0.11904812776068,86.4425442338401,85.3600474661753,0.987477268545724,80k,20n,10u,0.5n,3,30,40,100,500
71,68.5077094025178,0.677810668945312,2.66001269844913,0.058682918548584,1.39633348728807,0.9185596971571,0.33411128197038,0.273310505771826,182.226153800096,179.477218560534,0.984914705259168,80k,20n,10u,0.5n,3,70,80,120,500
72,58.6183558983605,0.689849853515625,2.76896753718796,0.0466394424438477,1.41157783176614,0.900463944997309,0.295308726004107,0.154477403418229,162.308117935871,159.894560020707,0.985129776958433,80k,20n,10u,0.5n,3,60,70,120,500
73,48.615157905543,0.658603668212891,2.86824066728143,0.0299816131591797,1.41879879016338,0.774250030569456,0.303616518368872,0.142519610157702,139.437388054759,137.414674687728,0.985493751745868,80k,20n,10u,0.5n,3,50,60,120,500
74,38.6464800521609,0.600452423095703,2.94052633302641,0.0154407024383545,1.42431221559308,0.633067725160876,0.31201259233159,0.131338020159889,113.639822950392,112.170418474147,0.987069634234766,80k,20n,10u,0.5n,3,40,50,120,500
75,28.7241518035652,0.544666290283203,2.98434597075966,0.00604009628295898,1.4303730277909,0.479095662906201,0.309055306351941,0.109883139535414,85.7224646643352,84.9820444845131,0.991362588759885,80k,20n,10u,0.5n,3,30,40,120,500
76,68.2740007042155,0.741424560546875,2.6795016629834,0.06046462059021,1.58568780972822,0.860856058502967,0.368922572915213,0.257629403710018,182.934356708328,180.162381986527,0.984847161726868,80k,20n,10u,0.5n,3,70,80,130,500
77,58.4041203605742,0.733428955078125,2.78297501960643,0.0465583801269531,1.59511809132254,0.83254961142364,0.329586427345288,0.158190811681508,162.532708229961,160.132871191581,0.985234744043124,80k,20n,10u,0.5n,3,60,70,130,500
78,48.4330397983418,0.69189453125,2.87631006288724,0.0295727252960205,1.60161766231365,0.715903112510485,0.336340404390048,0.139253252549334,139.305787832084,137.383049430667,0.986197713452261,80k,20n,10u,0.5n,3,50,60,130,500
79,38.4887676123745,0.622322082519531,2.94450062687043,0.0150043964385986,1.60830101086892,0.583893475944733,0.349330571263464,0.133919676667535,113.32904170184,112.042181191744,0.988644918453632,80k,20n,10u,0.5n,3,40,50,130,500
80,28.5904860460094,0.561702728271484,2.98580936254706,0.00584769248962402,1.60891803121997,0.4428813347627,0.343567391788351,0.134532403269662,85.3654107465464,84.7232020901424,0.992476945278096,80k,20n,10u,0.5n,3,30,40,130,500
81,68.0542768749632,0.798149108886719,2.69683501356161,0.061528205871582,1.77436279567256,0.808939893464141,0.40655271328541,0.25638578911295,183.524665965871,180.698886920921,0.984602728848041,80k,20n,10u,0.5n,3,70,80,140,500
82,58.2001045757406,0.775905609130859,2.79554983629826,0.0463631153106689,1.78540348576813,0.772843351425753,0.385919958543886,0.157884169777625,162.696602163813,160.301947716856,0.985281472291932,80k,20n,10u,0.5n,3,60,70,140,500
83,48.2689137268654,0.717041015625,2.88317658655454,0.0289461612701416,1.79245037524539,0.669462685700177,0.374489812582033,0.148645575540523,139.165119486691,137.315698723942,0.986710601265811,80k,20n,10u,0.5n,3,50,60,140,500
84,38.3506532220551,0.646690368652344,2.94778364619592,0.0147294998168945,1.79640285154264,0.54619162762622,0.387220709412837,0.121032671994529,113.0482845976,111.929021144546,0.990099244256219,80k,20n,10u,0.5n,3,40,50,140,500
85,28.4585688839265,0.575599670410156,2.98716889692197,0.00563454627990723,1.80146937552037,0.412271453997618,0.39675915607289,0.119770865224105,85.0102349558147,84.4599691709083,0.9935270642977,80k,20n,10u,0.5n,3,30,40,140,500
86,67.8412189939509,0.846206665039062,2.71277741918876,0.061748743057251,1.97323302056714,0.760305620561137,0.4633299340932,0.24074290888682,184.031241753216,181.176892450858,0.984489865551277,80k,20n,10u,0.5n,3,70,80,150,500
87,58.0242640762672,0.812076568603516,2.80581668416315,0.046043872833252,1.98115821919694,0.729221148867316,0.409050333366197,0.160198123127002,162.800620439609,160.457051580725,0.985604668750303,80k,20n,10u,0.5n,3,60,70,150,500
88,48.108754563685,0.740730285644531,2.88952694121382,0.0283019542694092,1.99001888917998,0.627947371095977,0.427511328194903,0.145214582050534,139.008859740234,137.260232067555,0.987420746591645,80k,20n,10u,0.5n,3,50,60,150,500
89,38.2116988242968,0.656703948974609,2.95091246146964,0.0141260623931885,1.99047643641624,0.513339354246772,0.419748420259025,0.128753110883082,112.758259324587,111.790769172816,0.991419784612085,80k,20n,10u,0.5n,3,40,50,150,500
90,28.3418128175219,0.583957672119141,2.98830626927429,0.00541567802429199,1.99578760621142,0.389018014835435,0.426919494563643,0.119541629309823,84.6937123180332,84.2189409228838,0.994394254518369,80k,20n,10u,0.5n,3,30,40,150,500
91,69.0621542523634,0.385093688964844,1.42475819547601,0.0353443622589111,0.87368693536921,0.503685477257204,0.1971560698892,0.348718088829972,98.3952285401483,96.8076463009597,0.983865251773456,80k,20n,10u,0.5n,1.8,70,80,90,300
92,59.0265758434357,0.477935791015625,1.54512563077295,0.0336343050003052,0.879746369342376,0.550161542498196,0.187161274992554,0.20716763265072,91.2014376134887,89.6246462623453,0.982710893683213,80k,20n,10u,0.5n,1.8,60,70,90,300
93,49.0437604999441,0.516391754150391,1.64380401665215,0.0251437425613403,0.886081412565298,0.553617833110633,0.162157848860374,0.137954672994038,80.6166400591959,79.1916229691575,0.982323536567735,80k,20n,10u,0.5n,1.8,50,60,90,300
94,38.9903970153279,0.509521484375,1.72076487011815,0.0139302015304565,0.889668033927186,0.461543748939042,0.173436812598539,0.108591235655712,67.0923851696195,65.8804195835318,0.981935869726145,80k,20n,10u,0.5n,1.8,40,50,90,300
95,28.9890386695502,0.478462219238281,1.76701801792281,0.00559484958648682,0.89200384480353,0.355376088297949,0.175741342051438,0.092712847395101,51.2238504837112,50.3777632848972,0.983482553716202,80k,20n,10u,0.5n,1.8,30,40,90,300
96,68.7225471675354,0.502754211425781,1.45427927516508,0.0423963069915771,1.02668099078709,0.480213418254759,0.22657098300943,0.284456846250473,99.9390649146855,98.2100249067907,0.982699057577026,80k,20n,10u,0.5n,1.8,70,80,100,300
97,58.7697567132976,0.561210632324219,1.56233937627703,0.0366077423095703,1.0371002134195,0.526916812023708,0.207597984809538,0.168004181799309,91.8156364651082,90.1908357122705,0.982303659644563,80k,20n,10u,0.5n,1.8,60,70,100,300
98,48.7896614326452,0.572772979736328,1.65559061493607,0.0255427360534668,1.04032179725147,0.498465419765658,0.19803786612475,0.122757299460507,80.7737843180545,79.3203870041324,0.982006571486124,80k,20n,10u,0.5n,1.8,50,60,100,300
99,38.7851614418841,0.546211242675781,1.72616004718066,0.0137184858322144,1.04439508545151,0.416341961933693,0.199891144634264,0.0995966549029455,66.9484346443495,65.7597423204995,0.982244658442506,80k,20n,10u,0.5n,1.8,40,50,100,300
100,28.8218793025946,0.487211227416992,1.76891492818631,0.00525641441345215,1.04663880803184,0.320498097533694,0.203713931562988,0.0826947933621646,50.9831525619207,50.2592845247319,0.985801818820254,80k,20n,10u,0.5n,1.8,30,40,100,300
101,68.179572485872,0.67462158203125,1.4965964228378,0.0495480298995972,1.47341154089059,0.444960141458187,0.233146783035801,0.235837407927585,102.032908586427,100.150175555897,0.981547786330766,80k,20n,10u,0.5n,1.8,70,80,120,300
102,58.3141512335312,0.684211730957031,1.58995578970055,0.0390101671218872,1.37123617156677,0.477539057439152,0.254767514334372,0.146411189487796,92.7134035621818,90.9757067079856,0.981257328633926,80k,20n,10u,0.5n,1.8,60,70,120,300
103,48.3444319416704,0.657798767089844,1.67399208912719,0.0251429080963135,1.37327201715439,0.417611390925426,0.26877572649085,0.119517220909163,80.9260434401095,79.4418182345123,0.981659486334635,80k,20n,10u,0.5n,1.8,50,60,120,300
104,38.4212536257643,0.595123291015625,1.73471967122898,0.0128847360610962,1.37767592813,0.351565536151927,0.266586342792377,0.109929919610329,66.6491297117875,65.5768512907156,0.983911591558527,80k,20n,10u,0.5n,1.8,40,50,120,300
105,28.5195871849814,0.528059005737305,1.77199944985368,0.00494039058685303,1.37813760419693,0.27238831998636,0.274580195567226,0.0777296305037344,50.536408677629,50.0132470224597,0.989647826807272,80k,20n,10u,0.5n,1.8,30,40,120,300
106,67.9474578586118,0.741165161132812,1.51302302377331,0.0512962341308594,1.69371769208632,0.429890379785382,0.252746973429042,0.208302828102246,102.801068946497,100.848020148766,0.98100166838978,80k,20n,10u,0.5n,1.8,70,80,130,300
107,58.0255288176815,0.7335205078125,1.60572065251953,0.038414478302002,1.55140625407835,0.437110134652795,0.288026092561164,0.133785132948795,93.1691090304317,91.3729987554126,0.980722040881249,80k,20n,10u,0.5n,1.8,60,70,130,300
108,48.1459152506558,0.687145233154297,1.68136137867552,0.0245277881622314,1.55007939225655,0.388248447472471,0.306949617702593,0.120254699078886,80.9484903244048,79.4744407563964,0.981790277223194,80k,20n,10u,0.5n,1.8,50,60,130,300
109,38.2463941120626,0.615467071533203,1.7384186357367,0.0124073028564453,1.55709452016427,0.325696416376822,0.305677027583691,0.096796726448797,66.4872856292916,65.5100029152893,0.985301209024364,80k,20n,10u,0.5n,1.8,40,50,130,300
110,28.3766655528147,0.534395217895508,1.77331823060177,0.00467956066131592,1.55908743856702,0.255190494486814,0.312431526729159,0.090733281069993,50.3205856186171,49.8713476203562,0.991072480720601,80k,20n,10u,0.5n,1.8,30,40,130,300
111,67.7022063811733,0.795997619628906,1.52940059622539,0.0517197847366333,1.91927346689527,0.416021644874771,0.259755770789636,0.181646536221392,103.538373700135,101.540118274682,0.980700339844624,80k,20n,10u,0.5n,1.8,70,80,140,300
112,57.7834587303444,0.771335601806641,1.61797539622751,0.0376036167144775,1.73900735603959,0.410836551827987,0.291290396499836,0.151242402229273,93.4884236114029,91.6978291936423,0.980846886185573,80k,20n,10u,0.5n,1.8,60,70,140,300
113,47.9586150328723,0.715457916259766,1.6878834577071,0.0239399671554565,1.74001094627882,0.365987226913985,0.34063061177635,0.131988318628533,80.9463513581972,79.5037481101443,0.982178279516649,80k,20n,10u,0.5n,1.8,50,60,140,300
114,38.0892937249555,0.634696960449219,1.74153266310097,0.0120023488998413,1.7437776491489,0.307102969026059,0.342465460681904,0.113527370373723,66.3328101020328,65.4574175585597,0.986803023388779,80k,20n,10u,0.5n,1.8,40,50,140,300
115,28.2256774974688,0.553276062011719,1.77462328084075,0.00452744960784912,1.74452069590459,0.239124903995489,0.342428877679088,0.0787835217267655,50.0896842278731,49.69752679143,0.99217089421728,80k,20n,10u,0.5n,1.8,30,40,140,300
116,67.4779416649186,0.844436645507812,1.54353115145969,0.0517846345901489,2.16517568240041,0.402199112109014,0.265258456400485,0.167899452997813,104.14857365809,102.123817820238,0.980558967187588,80k,20n,10u,0.5n,1.8,70,80,150,300
117,57.5987820489642,0.807853698730469,1.62676559844655,0.0372838973999023,1.97119503518374,0.389822605955748,0.293341192919642,0.128848096512298,93.6958284232421,91.9298948757646,0.981152484831017,80k,20n,10u,0.5n,1.8,60,70,150,300
118,47.7892761509094,0.737041473388672,1.69344149141025,0.0232632160186768,1.93979594212213,0.348935797013655,0.368358674037551,0.161427228540486,80.9261505974076,79.5100795018094,0.98250168721551,80k,20n,10u,0.5n,1.8,50,60,150,300
119,37.9417343001108,0.649570465087891,1.74428870906495,0.0115683078765869,1.93851519670468,0.293217568868309,0.374468625270201,0.123121214460853,66.1804235465433,65.4056001612304,0.98829225707859,80k,20n,10u,0.5n,1.8,40,50,150,300
120,28.0946025237453,0.556390762329102,1.77568804427226,0.00429129600524902,1.93808696220738,0.22988343076991,0.369806652060546,0.104727833503728,49.8870013547707,49.5374036445021,0.992992208375437,80k,20n,10u,0.5n,1.8,30,40,150,300
